purchase_amount,customer_rating,product_category,customer_id_legacy,transaction_id,purchase_amount_augmented,log_purchase_amount,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,category_purchase_ratio,category_Books,category_Clothing,category_Electronics,category_Groceries,category_Sports
429.0,4.3,Clothing,187,8,417.5264532738748,6.036740097666347,A124,Facebook,95.0,3.7,Positive,0.9224242424242426,1.4242745962481442,False,True,False,False,False
429.0,4.3,Clothing,187,8,417.5264532738748,6.036740097666347,A124,LinkedIn,77.0,3.2,Positive,0.8133333333333334,1.4242745962481442,False,True,False,False,False
429.0,4.3,Clothing,187,8,417.5264532738748,6.036740097666347,A171,,,,,0.0,1.4242745962481442,False,True,False,False,False
228.0,3.8,Electronics,177,9,218.4232109913921,5.391002335278222,A183,TikTok,90.0,4.1,Positive,0.7296969696969696,0.8076683174963994,False,False,True,False,False
228.0,3.8,Electronics,177,9,218.4232109913921,5.391002335278222,A183,TikTok,72.0,5.0,Positive,0.6206060606060606,0.8076683174963994,False,False,True,False,False
228.0,3.8,Electronics,177,9,218.4232109913921,5.391002335278222,A174,Facebook,95.0,2.9,Neutral,0.76,0.8076683174963994,False,False,True,False,False
228.0,3.8,Electronics,177,9,218.4232109913921,5.391002335278222,A174,TikTok,64.0,3.8,Positive,0.5721212121212121,0.8076683174963994,False,False,True,False,False
112.0,2.6,Sports,172,10,115.09930466128296,4.754445899549674,,,,,,0.0,0.38113451641027085,False,False,False,False,True
401.0,1.7,Sports,150,11,385.84360559018825,5.958020491429326,A143,Instagram,68.0,1.2,Negative,0.7361616161616162,1.3645976882189161,False,False,False,False,True
280.0,1.6,Electronics,191,12,282.6401410157297,5.64770632560014,A114,Facebook,87.0,4.8,Negative,0.7535353535353535,0.9918733723639993,False,False,True,False,False
280.0,1.6,Electronics,191,12,282.6401410157297,5.64770632560014,A102,LinkedIn,51.0,4.8,Neutral,0.5353535353535354,0.9918733723639993,False,False,True,False,False
290.0,2.0,Clothing,159,13,302.6570260426261,5.715898860698075,A170,,,,,0.0,0.9627963471141301,False,True,False,False,False
290.0,2.0,Clothing,159,13,302.6570260426261,5.715898860698075,A176,Facebook,70.0,3.3,Negative,0.6585858585858586,0.9627963471141301,False,True,False,False,False
290.0,2.0,Clothing,159,13,302.6570260426261,5.715898860698075,A188,TikTok,50.0,3.6,Positive,0.5373737373737374,0.9627963471141301,False,True,False,False,False
101.0,3.2,Electronics,106,14,104.79866244524024,4.661537877049769,A102,LinkedIn,51.0,4.8,Neutral,0.3907070707070707,0.35778289503129973,False,False,True,False,False
101.0,3.2,Electronics,106,14,104.79866244524024,4.661537877049769,A121,LinkedIn,74.0,3.5,Positive,0.5301010101010101,0.35778289503129973,False,False,True,False,False
101.0,3.2,Electronics,106,14,104.79866244524024,4.661537877049769,A121,TikTok,95.0,3.2,Neutral,0.6573737373737374,0.35778289503129973,False,False,True,False,False
145.0,3.9,Sports,180,15,141.77741304436427,4.961286865436748,A131,LinkedIn,87.0,3.0,Positive,0.6444444444444444,0.4934330792811542,False,False,False,False,True
145.0,3.9,Sports,180,15,141.77741304436427,4.961286865436748,A121,LinkedIn,74.0,3.5,Positive,0.5656565656565656,0.4934330792811542,False,False,False,False,True
145.0,3.9,Sports,180,15,141.77741304436427,4.961286865436748,A121,TikTok,95.0,3.2,Neutral,0.692929292929293,0.4934330792811542,False,False,False,False,True
437.0,3.6,Books,152,16,452.3583054609903,6.116682774120547,A152,Facebook,95.0,4.1,Positive,0.9288888888888889,1.4715275510563208,True,False,False,False,False
437.0,3.6,Books,152,16,452.3583054609903,6.116682774120547,A152,Instagram,81.0,4.2,Positive,0.844040404040404,1.4715275510563208,True,False,False,False,False
437.0,3.6,Books,152,16,452.3583054609903,6.116682774120547,A145,Twitter,92.0,2.4,Neutral,0.9107070707070706,1.4715275510563208,True,False,False,False,False
271.0,2.1,Books,137,17,257.45901091586524,5.554737116253327,A149,Facebook,51.0,1.3,Positive,0.5280808080808082,0.9125491220509448,True,False,False,False,False
456.0,4.8,Groceries,157,18,434.00656411836457,6.075361120902107,A168,LinkedIn,60.0,4.4,Positive,0.7321212121212122,1.842309341247386,False,False,False,True,False
456.0,4.8,Groceries,157,18,434.00656411836457,6.075361120902107,A143,Instagram,68.0,1.2,Negative,0.7806060606060605,1.842309341247386,False,False,False,True,False
456.0,4.8,Groceries,157,18,434.00656411836457,6.075361120902107,A174,Facebook,95.0,2.9,Neutral,0.9442424242424243,1.842309341247386,False,False,False,True,False
456.0,4.8,Groceries,157,18,434.00656411836457,6.075361120902107,A174,TikTok,64.0,3.8,Positive,0.7563636363636363,1.842309341247386,False,False,False,True,False
280.0,4.0,Electronics,102,19,282.8714885876002,5.648521630776696,,,,,,0.0,0.9918733723639993,False,False,True,False,False
286.0,3.2,Electronics,107,20,282.13322906753353,5.645917560954107,,,,,,0.0,1.0131278017717993,False,False,True,False,False
192.0,3.4,Groceries,159,21,189.8200481502556,5.251330827657048,A170,,,,,0.0,0.7757091963146888,False,False,False,True,False
192.0,3.4,Groceries,159,21,189.8200481502556,5.251330827657048,A176,Facebook,70.0,3.3,Negative,0.5793939393939395,0.7757091963146888,False,False,False,True,False
192.0,3.4,Groceries,159,21,189.8200481502556,5.251330827657048,A188,TikTok,50.0,3.6,Positive,0.45818181818181825,0.7757091963146888,False,False,False,True,False
220.0,2.7,Groceries,177,22,221.4177039949354,5.404557163501948,A183,TikTok,90.0,4.1,Positive,0.7232323232323232,0.888833454110581,False,False,False,True,False
220.0,2.7,Groceries,177,22,221.4177039949354,5.404557163501948,A183,TikTok,72.0,5.0,Positive,0.6141414141414141,0.888833454110581,False,False,False,True,False
220.0,2.7,Groceries,177,22,221.4177039949354,5.404557163501948,A174,Facebook,95.0,2.9,Neutral,0.7535353535353536,0.888833454110581,False,False,False,True,False
220.0,2.7,Groceries,177,22,221.4177039949354,5.404557163501948,A174,TikTok,64.0,3.8,Positive,0.5656565656565656,0.888833454110581,False,False,False,True,False
78.0,2.0,Groceries,143,23,75.59590315361652,4.338543591681996,,,,,,0.0,0.31513186100284235,False,False,False,True,False
85.0,2.4,Sports,114,24,82.54992048065657,4.425444303283398,A171,,,,,0.0,0.28925387406136627,False,False,False,False,True
62.0,4.0,Electronics,120,25,61.90452983951696,4.141618177639831,A159,,,,,0.0,0.21962910388059984,False,False,True,False,False
209.0,1.1,Sports,134,26,214.31389907678675,5.372096959076152,A120,Facebook,83.0,1.4,Positive,0.6719191919191919,0.7112242315155947,False,False,False,False,True
209.0,1.1,Sports,134,26,214.31389907678675,5.372096959076152,A120,Instagram,56.0,3.0,Positive,0.5082828282828283,0.7112242315155947,False,False,False,False,True
209.0,1.1,Sports,134,26,214.31389907678675,5.372096959076152,A120,Instagram,92.0,3.6,Positive,0.7264646464646464,0.7112242315155947,False,False,False,False,True
376.0,1.5,Groceries,147,27,380.4931154529253,5.944092804566727,A159,,,,,0.0,1.5190971761162657,False,False,False,True,False
236.0,1.2,Electronics,123,28,231.2175791383894,5.447674773281845,,,,,,0.0,0.8360075567067994,False,False,True,False,False
292.0,1.2,Sports,120,29,289.9658455832605,5.673205891153509,A159,,,,,0.0,0.9936721320696347,False,False,False,False,True
135.0,4.4,Sports,110,30,130.55397424042496,4.879417217903584,A137,LinkedIn,93.0,3.5,Neutral,0.6727272727272727,0.4594032117445229,False,False,False,False,True
135.0,4.4,Sports,110,30,130.55397424042496,4.879417217903584,A137,TikTok,99.0,3.1,Positive,0.7090909090909091,0.4594032117445229,False,False,False,False,True
333.0,3.8,Groceries,177,31,318.8351728174248,5.767805778146403,A183,TikTok,90.0,4.1,Positive,0.8145454545454545,1.3453706373582885,False,False,False,True,False
333.0,3.8,Groceries,177,31,318.8351728174248,5.767805778146403,A183,TikTok,72.0,5.0,Positive,0.7054545454545454,1.3453706373582885,False,False,False,True,False
333.0,3.8,Groceries,177,31,318.8351728174248,5.767805778146403,A174,Facebook,95.0,2.9,Neutral,0.844848484848485,1.3453706373582885,False,False,False,True,False
333.0,3.8,Groceries,177,31,318.8351728174248,5.767805778146403,A174,TikTok,64.0,3.8,Positive,0.656969696969697,1.3453706373582885,False,False,False,True,False
115.0,2.9,Electronics,159,32,118.25100446855772,4.781230552949392,A170,,,,,0.0,0.4073765636494997,False,False,True,False,False
115.0,2.9,Electronics,159,32,118.25100446855772,4.781230552949392,A176,Facebook,70.0,3.3,Negative,0.5171717171717172,0.4073765636494997,False,False,True,False,False
115.0,2.9,Electronics,159,32,118.25100446855772,4.781230552949392,A188,TikTok,50.0,3.6,Positive,0.39595959595959596,0.4073765636494997,False,False,True,False,False
219.0,1.4,Groceries,159,33,213.8619842612215,5.36999588833129,A170,,,,,0.0,0.884793302046442,False,False,False,True,False
219.0,1.4,Groceries,159,33,213.8619842612215,5.36999588833129,A176,Facebook,70.0,3.3,Negative,0.6012121212121213,0.884793302046442,False,False,False,True,False
219.0,1.4,Groceries,159,33,213.8619842612215,5.36999588833129,A188,TikTok,50.0,3.6,Positive,0.48000000000000004,0.884793302046442,False,False,False,True,False
94.0,3.0,Electronics,161,34,90.97100404580172,4.521473353956263,A118,Facebook,76.0,3.9,Negative,0.5365656565656566,0.3329860607221998,False,False,True,False,False
111.0,2.9,Books,177,35,113.12696041681946,4.737311516571052,A183,TikTok,90.0,4.1,Positive,0.6351515151515151,0.373774732648173,True,False,False,False,False
111.0,2.9,Books,177,35,113.12696041681946,4.737311516571052,A183,TikTok,72.0,5.0,Positive,0.526060606060606,0.373774732648173,True,False,False,False,False
111.0,2.9,Books,177,35,113.12696041681946,4.737311516571052,A174,Facebook,95.0,2.9,Neutral,0.6654545454545455,0.373774732648173,True,False,False,False,False
111.0,2.9,Books,177,35,113.12696041681946,4.737311516571052,A174,TikTok,64.0,3.8,Positive,0.4775757575757576,0.373774732648173,True,False,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A134,,,,,0.0,1.6267938278824958,False,True,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A189,LinkedIn,78.0,2.7,Negative,0.8686868686868687,1.6267938278824958,False,True,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A189,TikTok,99.0,4.1,Neutral,0.9959595959595959,1.6267938278824958,False,True,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A189,Facebook,94.0,3.8,Negative,0.9656565656565657,1.6267938278824958,False,True,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A189,Twitter,59.0,3.8,Neutral,0.7535353535353535,1.6267938278824958,False,True,False,False,False
490.0,1.7,Clothing,132,36,495.78453204007207,6.208156394949519,A189,Twitter,59.0,3.8,Neutral,0.7535353535353535,1.6267938278824958,False,True,False,False,False
183.0,2.7,Clothing,180,37,185.4373701560464,5.228095365827103,A131,LinkedIn,87.0,3.0,Positive,0.6751515151515151,0.6075576949030546,False,True,False,False,False
183.0,2.7,Clothing,180,37,185.4373701560464,5.228095365827103,A121,LinkedIn,74.0,3.5,Positive,0.5963636363636364,0.6075576949030546,False,True,False,False,False
183.0,2.7,Clothing,180,37,185.4373701560464,5.228095365827103,A121,TikTok,95.0,3.2,Neutral,0.7236363636363636,0.6075576949030546,False,True,False,False,False
333.0,2.6,Clothing,190,38,323.97219034139226,5.78373961048824,A133,Twitter,72.0,1.9,Positive,0.7054545454545454,1.1055558054793286,False,True,False,False,False
333.0,2.6,Clothing,190,38,323.97219034139226,5.78373961048824,A133,Twitter,71.0,4.8,Negative,0.6993939393939395,1.1055558054793286,False,True,False,False,False
333.0,2.6,Clothing,190,38,323.97219034139226,5.78373961048824,A133,Instagram,52.0,2.7,Positive,0.5842424242424242,1.1055558054793286,False,True,False,False,False
333.0,2.6,Clothing,190,38,323.97219034139226,5.78373961048824,A145,Twitter,92.0,2.4,Neutral,0.8266666666666667,1.1055558054793286,False,True,False,False,False
77.0,2.985,Groceries,114,39,74.94137064693264,4.329961603718107,A171,,,,,0.0,0.31109170893870336,False,False,False,True,False
157.0,3.5,Books,114,40,152.61660128763452,5.034459896172913,A171,,,,,0.0,0.5286723696014699,True,False,False,False,False
93.0,1.2,Electronics,180,41,89.96589913965934,4.510484701557227,A131,LinkedIn,87.0,3.0,Positive,0.6024242424242424,0.32944365582089974,False,False,True,False,False
93.0,1.2,Electronics,180,41,89.96589913965934,4.510484701557227,A121,LinkedIn,74.0,3.5,Positive,0.5236363636363637,0.32944365582089974,False,False,True,False,False
93.0,1.2,Electronics,180,41,89.96589913965934,4.510484701557227,A121,TikTok,95.0,3.2,Neutral,0.650909090909091,0.32944365582089974,False,False,True,False,False
389.0,2.985,Sports,189,42,395.0576508626484,5.981559783644792,A173,TikTok,63.0,4.3,Negative,0.6961616161616162,1.3237618471749586,False,False,False,False,True
389.0,2.985,Sports,189,42,395.0576508626484,5.981559783644792,A173,Facebook,78.0,3.9,Negative,0.787070707070707,1.3237618471749586,False,False,False,False,True
335.0,2.985,Electronics,146,43,346.65853215585497,5.851220768616527,A196,Instagram,85.0,3.9,Negative,0.7858585858585858,1.186705641935499,False,False,True,False,False
335.0,2.985,Electronics,146,43,346.65853215585497,5.851220768616527,A106,Facebook,99.0,4.2,Negative,0.8707070707070708,1.186705641935499,False,False,True,False,False
335.0,2.985,Electronics,146,43,346.65853215585497,5.851220768616527,A113,Facebook,98.0,2.7,Neutral,0.8646464646464647,1.186705641935499,False,False,True,False,False
335.0,2.985,Electronics,146,43,346.65853215585497,5.851220768616527,A113,Instagram,50.0,1.0,Positive,0.5737373737373738,1.186705641935499,False,False,True,False,False
495.0,3.0,Sports,152,44,506.10371474899466,6.228715548250369,A152,Facebook,95.0,4.1,Positive,0.9757575757575758,1.6844784430632507,False,False,False,False,True
495.0,3.0,Sports,152,44,506.10371474899466,6.228715548250369,A152,Instagram,81.0,4.2,Positive,0.8909090909090909,1.6844784430632507,False,False,False,False,True
495.0,3.0,Sports,152,44,506.10371474899466,6.228715548250369,A145,Twitter,92.0,2.4,Neutral,0.9575757575757575,1.6844784430632507,False,False,False,False,True
380.0,4.4,Electronics,152,45,391.0995580829007,5.971515782245625,A152,Facebook,95.0,4.1,Positive,0.8828282828282829,1.346113862493999,False,False,True,False,False
380.0,4.4,Electronics,152,45,391.0995580829007,5.971515782245625,A152,Instagram,81.0,4.2,Positive,0.797979797979798,1.346113862493999,False,False,True,False,False
380.0,4.4,Electronics,152,45,391.0995580829007,5.971515782245625,A145,Twitter,92.0,2.4,Neutral,0.8646464646464646,1.346113862493999,False,False,True,False,False
177.0,3.6,Books,141,46,175.31493219480802,5.172271783462151,A107,Twitter,96.0,1.9,Neutral,0.7248484848484849,0.5960191682768164,True,False,False,False,False
177.0,3.6,Books,141,46,175.31493219480802,5.172271783462151,A107,Facebook,62.0,4.4,Positive,0.5187878787878788,0.5960191682768164,True,False,False,False,False
177.0,3.6,Books,141,46,175.31493219480802,5.172271783462151,A107,Twitter,73.0,4.2,Positive,0.5854545454545454,0.5960191682768164,True,False,False,False,False
177.0,3.6,Books,141,46,175.31493219480802,5.172271783462151,A159,,,,,0.0,0.5960191682768164,True,False,False,False,False
397.0,1.7,Sports,187,47,403.1168090762683,6.001703967547631,A124,TikTok,75.0,4.6,Neutral,0.7753535353535354,1.3509857412042636,False,False,False,False,True
397.0,1.7,Sports,187,47,403.1168090762683,6.001703967547631,A124,Facebook,95.0,3.7,Positive,0.8965656565656566,1.3509857412042636,False,False,False,False,True
397.0,1.7,Sports,187,47,403.1168090762683,6.001703967547631,A124,LinkedIn,77.0,3.2,Positive,0.7874747474747474,1.3509857412042636,False,False,False,False,True
397.0,1.7,Sports,187,47,403.1168090762683,6.001703967547631,A171,,,,,0.0,1.3509857412042636,False,False,False,False,True
280.0,1.3,Groceries,140,48,275.9186147324537,5.623723653386702,A145,Twitter,92.0,2.4,Neutral,0.7838383838383838,1.1312425779589212,False,False,False,True,False
239.0,3.6,Electronics,161,49,239.6095604650505,5.483175538682343,A118,Facebook,76.0,3.9,Negative,0.6537373737373737,0.8466347714106994,False,False,True,False,False
274.0,1.1,Electronics,146,50,273.4967947950552,5.614939584360668,A196,Instagram,85.0,3.9,Negative,0.7365656565656565,0.9706189429561993,False,False,True,False,False
274.0,1.1,Electronics,146,50,273.4967947950552,5.614939584360668,A106,Facebook,99.0,4.2,Negative,0.8214141414141414,0.9706189429561993,False,False,True,False,False
274.0,1.1,Electronics,146,50,273.4967947950552,5.614939584360668,A113,Facebook,98.0,2.7,Neutral,0.8153535353535353,0.9706189429561993,False,False,True,False,False
274.0,1.1,Electronics,146,50,273.4967947950552,5.614939584360668,A113,Instagram,50.0,1.0,Positive,0.5244444444444445,0.9706189429561993,False,False,True,False,False
434.0,3.3,Sports,150,51,419.97690209924326,6.042577967804933,A143,Instagram,68.0,1.2,Negative,0.7628282828282829,1.4768962510897996,False,False,False,False,True
426.0,4.8,Groceries,184,52,421.1895551902978,6.045454396098964,,,,,,0.0,1.721104779323216,False,False,False,True,False
332.0,3.3,Groceries,180,53,347.39889954601404,5.853348086379829,A131,LinkedIn,87.0,3.0,Positive,0.7955555555555556,1.3413304852941494,False,False,False,True,False
332.0,3.3,Groceries,180,53,347.39889954601404,5.853348086379829,A121,LinkedIn,74.0,3.5,Positive,0.7167676767676767,1.3413304852941494,False,False,False,True,False
332.0,3.3,Groceries,180,53,347.39889954601404,5.853348086379829,A121,TikTok,95.0,3.2,Neutral,0.8440404040404041,1.3413304852941494,False,False,False,True,False
495.0,2.6,Books,146,54,482.5547227568896,6.181164488958188,A196,Instagram,85.0,3.9,Negative,0.9151515151515152,1.6668332672148256,True,False,False,False,False
495.0,2.6,Books,146,54,482.5547227568896,6.181164488958188,A106,Facebook,99.0,4.2,Negative,1.0,1.6668332672148256,True,False,False,False,False
495.0,2.6,Books,146,54,482.5547227568896,6.181164488958188,A113,Facebook,98.0,2.7,Neutral,0.9939393939393939,1.6668332672148256,True,False,False,False,False
495.0,2.6,Books,146,54,482.5547227568896,6.181164488958188,A113,Instagram,50.0,1.0,Positive,0.7030303030303031,1.6668332672148256,True,False,False,False,False
170.0,3.6,Groceries,114,55,163.77466351675133,5.104578864859632,A171,,,,,0.0,0.6868258509036308,False,False,False,True,False
165.0,2.8,Groceries,183,56,163.65658025679494,5.103861973142495,A183,TikTok,90.0,4.1,Positive,0.6787878787878787,0.6666250905829357,False,False,False,True,False
165.0,2.8,Groceries,183,56,163.65658025679494,5.103861973142495,A183,TikTok,72.0,5.0,Positive,0.5696969696969697,0.6666250905829357,False,False,False,True,False
165.0,2.8,Groceries,183,56,163.65658025679494,5.103861973142495,A111,Instagram,98.0,4.1,Negative,0.7272727272727272,0.6666250905829357,False,False,False,True,False
282.0,3.2,Groceries,117,57,290.1875241512562,5.673967472517578,,,,,,0.0,1.1393228820871992,False,False,False,True,False
308.0,4.8,Clothing,107,58,310.53016547722314,5.741496172952111,,,,,,0.0,1.022556120383283,False,True,False,False,False
408.0,2.5,Books,146,59,415.3837729513204,6.03160736612393,A196,Instagram,85.0,3.9,Negative,0.8448484848484848,1.3738746929770682,True,False,False,False,False
408.0,2.5,Books,146,59,415.3837729513204,6.03160736612393,A106,Facebook,99.0,4.2,Negative,0.9296969696969697,1.3738746929770682,True,False,False,False,False
408.0,2.5,Books,146,59,415.3837729513204,6.03160736612393,A113,Facebook,98.0,2.7,Neutral,0.9236363636363636,1.3738746929770682,True,False,False,False,False
408.0,2.5,Books,146,59,415.3837729513204,6.03160736612393,A113,Instagram,50.0,1.0,Positive,0.6327272727272728,1.3738746929770682,True,False,False,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A178,LinkedIn,74.0,4.9,Positive,0.6480808080808081,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A178,LinkedIn,53.0,1.5,Neutral,0.5208080808080808,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A178,TikTok,68.0,3.5,Negative,0.6117171717171718,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A170,,,,,0.0,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A116,Twitter,78.0,1.1,Negative,0.6723232323232323,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A116,LinkedIn,89.0,2.4,Neutral,0.7389898989898991,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A116,Instagram,81.0,4.6,Neutral,0.6905050505050505,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A116,TikTok,83.0,1.2,Negative,0.7026262626262627,0.8749740106210994,False,False,True,False,False
247.0,4.8,Electronics,199,60,239.3354627499145,5.482035708840755,A116,Twitter,78.0,1.1,Negative,0.6723232323232323,0.8749740106210994,False,False,True,False,False
460.0,4.6,Sports,171,61,465.4716168783552,6.145197175731916,,,,,,0.0,1.565373906685041,False,False,False,False,True
186.0,1.8,Electronics,160,62,182.7171073453534,5.21339711442483,,,,,,0.0,0.6588873116417995,False,False,True,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A134,,,,,0.0,1.235813755692608,True,False,False,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A189,LinkedIn,78.0,2.7,Negative,0.7692929292929294,1.235813755692608,True,False,False,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A189,TikTok,99.0,4.1,Neutral,0.8965656565656566,1.235813755692608,True,False,False,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A189,Facebook,94.0,3.8,Negative,0.8662626262626263,1.235813755692608,True,False,False,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A189,Twitter,59.0,3.8,Neutral,0.6541414141414141,1.235813755692608,True,False,False,False,False
367.0,1.3,Books,132,63,379.2689335305399,5.940878722222068,A189,Twitter,59.0,3.8,Neutral,0.6541414141414141,1.235813755692608,True,False,False,False,False
214.0,1.4,Sports,187,64,216.76699444862976,5.383425658375517,A124,TikTok,75.0,4.6,Neutral,0.6274747474747475,0.7282391652839104,False,False,False,False,True
214.0,1.4,Sports,187,64,216.76699444862976,5.383425658375517,A124,Facebook,95.0,3.7,Positive,0.7486868686868687,0.7282391652839104,False,False,False,False,True
214.0,1.4,Sports,187,64,216.76699444862976,5.383425658375517,A124,LinkedIn,77.0,3.2,Positive,0.6395959595959596,0.7282391652839104,False,False,False,False,True
214.0,1.4,Sports,187,64,216.76699444862976,5.383425658375517,A171,,,,,0.0,0.7282391652839104,False,False,False,False,True
274.0,1.1,Books,161,65,265.7486620110431,5.5863068742781605,A118,Facebook,76.0,3.9,Negative,0.6820202020202021,0.9226511418522468,True,False,False,False,False
356.0,1.4,Groceries,161,66,340.50035380244947,5.833348715035051,A118,Facebook,76.0,3.9,Negative,0.7482828282828283,1.4382941348334857,False,False,False,True,False
283.0,3.7,Sports,146,67,270.056519822823,5.602327359365859,A196,Instagram,85.0,3.9,Negative,0.7438383838383839,0.9630452512866665,False,False,False,False,True
283.0,3.7,Sports,146,67,270.056519822823,5.602327359365859,A106,Facebook,99.0,4.2,Negative,0.8286868686868687,0.9630452512866665,False,False,False,False,True
283.0,3.7,Sports,146,67,270.056519822823,5.602327359365859,A113,Facebook,98.0,2.7,Neutral,0.8226262626262626,0.9630452512866665,False,False,False,False,True
283.0,3.7,Sports,146,67,270.056519822823,5.602327359365859,A113,Instagram,50.0,1.0,Positive,0.5317171717171717,0.9630452512866665,False,False,False,False,True
221.0,1.3,Groceries,146,68,218.1581293450681,5.389793521066476,A196,Instagram,85.0,3.9,Negative,0.6937373737373738,0.89287360617472,False,False,False,True,False
221.0,1.3,Groceries,146,68,218.1581293450681,5.389793521066476,A106,Facebook,99.0,4.2,Negative,0.7785858585858586,0.89287360617472,False,False,False,True,False
221.0,1.3,Groceries,146,68,218.1581293450681,5.389793521066476,A113,Facebook,98.0,2.7,Neutral,0.7725252525252525,0.89287360617472,False,False,False,True,False
221.0,1.3,Groceries,146,68,218.1581293450681,5.389793521066476,A113,Instagram,50.0,1.0,Positive,0.4816161616161616,0.89287360617472,False,False,False,True,False
201.0,2.3,Electronics,179,69,196.29360784675168,5.284693014362592,A111,Instagram,98.0,4.1,Negative,0.7563636363636363,0.7120233851612995,False,False,True,False,False
201.0,2.3,Electronics,179,69,196.29360784675168,5.284693014362592,A174,Facebook,95.0,2.9,Neutral,0.7381818181818183,0.7120233851612995,False,False,True,False,False
